web-scraper-order,web-scraper-start-url,newsselector,newsselector-href,title,description,images-src,topic
"1728749819-89","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","The qualification scenario for the semi-finals of the ICC Women's T20 World Cup 2024 is beginning to take shape.","",""
"1728749819-90","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","Thursday's crunch game between West Indies and Bangladesh had a big impact on the qualification permutations at the Women's T20 World Cup. For the Tigresses, their decade-long wait for a T20 World Cup win was overshadowed by two heavy losses, leaving their semi-final hopes hanging by a thread despite an upcoming must-win clash against South Africa on Saturday.","",""
"1728749819-91","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","Here's how the two groups are shaping up, with some big matches on the horizon.","",""
"1728749819-92","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","Australia (4 points | +2.524 NRR)","",""
"1728749819-93","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","Alyssa Healy's side are favourites to win the tournament and showed just why they are ranked number one in the world with a demolition of New Zealand in their second match.","",""
"1728749819-94","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","The six-time champions are two from two and could effectively seal their place in the semi-finals with victory over Pakistan next up.","",""
"1728749819-95","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","India (4 points | +0.576 NRR)","",""
"1728749819-96","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","India's hammering of Sri Lanka has given them a big chance of reaching the semi-finals even after their disappointing opening loss to New Zealand.","",""
"1728749819-97","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","The huge net run rate boost that Harmanpreet Kaur's side gained in their win on Wednesday means that they may not need to beat Australia in their final group fixture, depending on results elsewhere.","",""
"1728749819-98","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","But even if they do need a win over the defending champions, it is now highly unlikely to be by a significant margin, as had looked possible prior to their trouncing of Sri Lanka in Dubai.","",""
"1728749819-99","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","Pakistan (2 points | +0.555 NRR)","",""
"1728749819-100","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","Pakistan's opening-day win over Sri Lanka blew this group wide open and they remain in contention to qualify for the semi-finals despite the disappointing loss to India in their second match.","",""
"1728749819-101","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","Fatima Sana's side will need another win, and their meeting with New Zealand that concludes the group could well decide the final shake-up.","",""
"1728749819-102","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","New Zealand (2 points | -0.050 NRR)","",""
"1728749819-103","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","The White Ferns have gone from boom to bust in their opening two matches, delivering a statement performance to beat India in their opening game, before slipping to a demoralising loss against Australia.","",""
"1728749819-104","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","The 60-run margin of defeat against their neighbours saw New Zealand undo their net run rate advantage, but they remain firmly in contention to qualify for the knockout stage, with matches against Sri Lanka and Pakistan still to come.","",""
"1728749819-105","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","Sri Lanka (0 points | -2.564 NRR)","",""
"1728749819-106","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","Sri Lanka were one of the form teams coming into this tournament and had enjoyed victories against a host of higher-ranked nations in the last 18 months.","",""
"1728749819-107","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","And so the failure to compete in Group A will be hugely frustrating for Chamari Athapaththu and her side.","",""
"1728749819-108","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","Confidence was in short supply in Wednesday's third defeat to India, a result that means Sri Lanka are unable to make it out of the group, and they will round off their campaign against New Zealand on Saturday.","",""
"1728749819-109","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","Remaining fixtures in Group A","",""
"1728749819-110","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","Australia v Pakistan – Friday 11 October (18:00 local time), Dubai International Cricket Stadium","",""
"1728749819-111","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","New Zealand v Sri Lanka – Saturday 12 October (14:00 local time), Sharjah Cricket Stadium","",""
"1728749819-112","https://www.thedailystar.net/sports","Bangladesh’s semifinal hopes hang by a thread after West Indies defeat","https://www.thedailystar.net/sports/cricket/news/bangladeshs-semifinal-hopes-hang-thread-after-west-indies-defeat-3725286","","India v Australia – Sunday 13 October (18:00 local time), Sharjah Cricket Stadium","",""
