web-scraper-order,web-scraper-start-url,news-selector,news-selector-href,title,date,description
"1728738445-129","https://www.prothomalo.com/politics","পাবনায় ছেলেকে নিয়ে ‘দখলের উৎসব’ আওয়ামী গডফাদার শামসুল হকের","https://www.prothomalo.com/bangladesh/district/l42h891iip","","","২০০৮ সালের নির্বাচনের পর বেড়া ও সাঁথিয়ায় বিএনপি-জামায়াত একেবারেই কোণঠাসা হয়ে পড়ে। শামসুল হকের ১৬ বছরের সময়কালে তাঁর প্রতিপক্ষ বিএনপি বা জামায়াত ছিল না, ছিল আওয়ামী লীগের একটি বড় অংশ। এই অংশের নেতা-কর্মী ও সমর্থকেরা ছিলেন আওয়ামী লীগের সাবেক তথ্য প্রতিমন্ত্রী আবু সাইয়িদের সমর্থক। ২০০৮ সালের পর ২০১৪, ২০১৮ ও ২০২৪ সালে তিনটি সংসদ নির্বাচনে শামসুল হকের প্রধান প্রতিদ্বন্দ্বী ছিলেন আবু সাইয়িদ। ‘প্রশ্নবিদ্ধ’ এসব নির্বাচনে শামসুল হক জয়ী হন। সাইয়িদ সমর্থকদের ওপর হামলা ও নির্যাতন সবচেয়ে বেশি হয়েছিল ২০২৪ সালের ৭ জানুয়ারি নির্বাচনের পর। নির্বাচনে শামসুল হক জয়ী হওয়ার পরপরই মাঠে নামে তাঁর বড় ছেলে আসিফ শামসের বাহিনী। নির্বাচনে বিরোধিতা করায় তারা সাইয়িদের শতাধিক সমর্থককে পিটিয়ে আহত করে এবং দুই শতাধিক ব্যবসায়ীর দোকান বন্ধ করে দেয়। পরে অবশ্য মোটা অঙ্কের চাঁদা নিয়ে অনেক মালিককে দোকান খোলার সুযোগ দেওয়া হয়।"
"1728738445-130","https://www.prothomalo.com/politics","পাবনায় ছেলেকে নিয়ে ‘দখলের উৎসব’ আওয়ামী গডফাদার শামসুল হকের","https://www.prothomalo.com/bangladesh/district/l42h891iip","","","চাঁদা দিয়ে দোকান খোলার সুযোগ পাওয়া বেড়া বাসস্ট্যান্ড এলাকার ব্যবসায়ী ফজলুল হক বলেন, ‘নির্বাচনী প্রচারণার সময় শামসুল হকের পক্ষের লোকজন এসে মিছিলে অংশ নিতে বলেছিল। আমি মিছিলে যাইনি। এটাই ছিল আমার অপরাধ। নির্বাচনের পর তাঁর লোকজন এসে আমার দোকান তালা মেরে বন্ধ করে দেয়। শেষ পর্যন্ত ৪৮ দিন পর আমার দোকান খুলে দেওয়া হয়; কিন্তু সে জন্য আমাকে শামসুল হকের অনুসারী কয়েকজন নেতাকে ৭০ হাজার টাকার বেশি চাঁদা দিতে হয়।’"
"1728738445-131","https://www.prothomalo.com/politics","পাবনায় ছেলেকে নিয়ে ‘দখলের উৎসব’ আওয়ামী গডফাদার শামসুল হকের","https://www.prothomalo.com/bangladesh/district/l42h891iip","","","শামসুল হক বাহিনীর সদস্যরা হামলা চালিয়েছেন অভিযোগ করে আবু সাইয়িদ বলেন, ‘শামসুল হকের বিরুদ্ধে নির্বাচন করায় তিনি তাঁর সন্ত্রাসী বাহিনী দিয়ে আমার ওপর কমপক্ষে ১৮ বার হামলা করিয়েছেন। আমার অগণিত নেতা-কর্মীর নামে বিস্ফোরকসহ বিভিন্ন ধরনের গায়েবি মামলা দিয়ে তাঁদের এলাকাছাড়া করে রেখেছিলেন। এই নির্বাচনী এলাকাকে তিনি ত্রাসের জনপদ বানিয়ে রেখেছিলেন। আমি তাঁর বিরুদ্ধে আইনি ব্যবস্থা নেব।’"
"1728738445-132","https://www.prothomalo.com/politics","পাবনায় ছেলেকে নিয়ে ‘দখলের উৎসব’ আওয়ামী গডফাদার শামসুল হকের","https://www.prothomalo.com/bangladesh/district/l42h891iip","","","বেড়া উপজেলা বিএনপির সাধারণ সম্পাদক মো. রইজউদ্দিন বলেন, ‘তিনি (শামসুল হক) আমাদের নেতা-কর্মীদের নামে কত যে গায়েবি মামলা দিয়েছেন, তার হিসাব বের করা মুশকিল। মামলার কারণে আমাদের নেতা-কর্মীর বেশির ভাগই বাড়িতে থাকতে পারেননি।’"
"1728738445-133","https://www.prothomalo.com/politics","পাবনায় ছেলেকে নিয়ে ‘দখলের উৎসব’ আওয়ামী গডফাদার শামসুল হকের","https://www.prothomalo.com/bangladesh/district/l42h891iip","","","বেড়া বালিকা পাইলট উচ্চবিদ্যালয়ের প্রধান শিক্ষক ছিলেন মো. নায়েব আলী। তাঁর কয়েকজন স্বজন আবু সাইয়িদের অনুসারী ছিলেন। ২০২১ সালের শুরুর দিকে আসিফ শামস বিদ্যালয়ের ব্যবস্থাপনা কমিটির সভাপতি নির্বাচিত হন। নায়েব আলীর অভিযোগ, সভাপতি হয়েই আসিফ শামস তাঁকে স্কুল থেকে তাড়াতে উঠেপড়ে লাগেন। ২০২১ সালের ১৯ জুলাই বিভিন্ন অভিযোগে তাঁকে চাকরিচ্যুত করা হয়। গত ৩ ফেব্রুয়ারি বিকেলে শামসুল হকের লোকজন বাড়িতে ঢুকে তাঁকে লোহার পাইপ ও রড দিয়ে বেদম পিটুনি দেয়। এতে তাঁর বাঁ হাত ও পা ভেঙে যায়।"
"1728738445-134","https://www.prothomalo.com/politics","পাবনায় ছেলেকে নিয়ে ‘দখলের উৎসব’ আওয়ামী গডফাদার শামসুল হকের","https://www.prothomalo.com/bangladesh/district/l42h891iip","","","গত ৮ ফেব্রুয়ারি শামসুল হকের লোকজন বেড়া বাজারে আবু সাইয়িদের সমর্থক বেড়া পৌর এলাকার আমিনুল ইসলামকে রড ও হাতুড়ি দিয়ে পিটিয়ে গুরুতর জখম করে। আমিনুল ইসলাম বলেন, ‘মারাত্মক আহত হয়ে ঢাকার হাসপাতালে বেশ কিছুদিন চিকিৎসাধীন ছিলাম। শুধু নির্বাচনে তাঁর (শামসুল হক) পক্ষে না থাকায় আমার মতো শতাধিক ব্যক্তিকে এভাবে জখম করা হয়েছে।’"
"1728738445-135","https://www.prothomalo.com/politics","পাবনায় ছেলেকে নিয়ে ‘দখলের উৎসব’ আওয়ামী গডফাদার শামসুল হকের","https://www.prothomalo.com/bangladesh/district/l42h891iip","","","শামসুল হকের ঘনিষ্ঠ কয়েকজনের সঙ্গে কথা বলে জানা গেছে, বেড়া পৌরসভার বৃশালিখা মহল্লায় আড়াই কোটি টাকায় ২০১১ সালে একটি ডুপ্লেক্স ভবন নির্মাণ করেন শামসুল হক। এ ছাড়া বেড়া উপজেলার পায়না মহল্লায় প্রায় ৯০ বিঘা ও ঢালারচর ইউনিয়নে ৪০ বিঘা জমি তাঁর পরিবারের সদস্যদের নামে কেনা হয়। এসব জমির বর্তমান বাজারমূল্য সাড়ে ১০ কোটি টাকা। এ ছাড়া পায়না ও মোহনগঞ্জে তিনি ৭৫ কোটি টাকা মূল্যের ২১০ বিঘা জমি দখল করে নিয়েছেন।"
"1728738445-136","https://www.prothomalo.com/politics","পাবনায় ছেলেকে নিয়ে ‘দখলের উৎসব’ আওয়ামী গডফাদার শামসুল হকের","https://www.prothomalo.com/bangladesh/district/l42h891iip","","","২০০৮ ও ২০২৪ সালে নির্বাচন কমিশনে জমা দেওয়া হলফনামা বিশ্লেষণ করেও তাঁর স্থাবর-অস্থাবর সম্পদ অস্বাভাবিকভাবে বাড়ার প্রমাণ পাওয়া গেছে। হলফনামার তথ্যানুযায়ী, ২০০৮ সালে শামসুল হকের বার্ষিক আয় ছিল মাত্র দুই লাখ পাঁচ হাজার টাকা। ২০২৪ সালে বার্ষিক আয় বেড়ে ১৩ গুণ, অর্থাৎ ২৬ লাখ ৮৪ হাজার ৫৭৮ টাকা হয়। আবার ২০০৮ সালে তাঁর অস্থাবর সম্পদের মূল্য ২ লাখ ৭৩ হাজার টাকা থাকলেও ২০২৪ সালে তা বেড়ে হয় ৫ কোটি ১ লাখ ৬৪ হাজার ৫৫৩ টাকা। অর্থাৎ ১৬ বছরে স্থাবর সম্পদ বেড়ে প্রায় ১৮৪ গুণ হয়। তবে তাঁর প্রকৃত সম্পদের তুলনায় হলফনামায় দেওয়া সম্পদের পরিমাণ অনেক কম বলে অভিযোগ করছেন তাঁর নির্বাচনী এলাকার মানুষ।"
"1728738447-137","https://www.prothomalo.com/politics","সাবের হোসেন চৌধুরীর জামিনে মুক্তি নিয়ে প্রশ্ন রিজভীর","https://www.prothomalo.com/politics/yzq2j7pabh","সাবের হোসেন চৌধুরীর জামিনে মুক্তি নিয়ে প্রশ্ন রিজভীর","",""
"1728738447-138","https://www.prothomalo.com/politics","সাবের হোসেন চৌধুরীর জামিনে মুক্তি নিয়ে প্রশ্ন রিজভীর","https://www.prothomalo.com/politics/yzq2j7pabh","","প্রকাশ: ১০ অক্টোবর ২০২৪, ১৬: ১৬",""
"1728738447-139","https://www.prothomalo.com/politics","সাবের হোসেন চৌধুরীর জামিনে মুক্তি নিয়ে প্রশ্ন রিজভীর","https://www.prothomalo.com/politics/yzq2j7pabh","","","সাবেক মন্ত্রী সাবের হোসেন চৌধুরী ২৪ ঘণ্টার মধ্যে কীভাবে জামিনে মুক্তি পান, সে প্রশ্ন তুলেছেন বিএনপির জ্যেষ্ঠ যুগ্ম মহাসচিব রুহুল কবির রিজভী। তিনি অভিযোগ করে বলেন, সাবের হোসেন চৌধুরী স্বৈরশাসক শেখ হাসিনার গণহত্যার একজন সহযোগী ছিলেন। তাঁর নির্দেশে রাজধানীর খিলগাঁও এলাকায় ১১ জন গুম–খুনের শিকার হয়েছেন। বৈষম্যবিরোধী ছাত্র আন্দোলনে এই এলাকার পাঁচজন শহীদ হয়েছেন। এর দায় তিনি এড়াতে পারেন না।"
"1728738447-140","https://www.prothomalo.com/politics","সাবের হোসেন চৌধুরীর জামিনে মুক্তি নিয়ে প্রশ্ন রিজভীর","https://www.prothomalo.com/politics/yzq2j7pabh","","","রাজধানীর খিলগাঁওয়ে গুম-খুন-শহীদ হওয়া পরিবারের সদস্যদের উদ্যোগে আজ বৃহস্পতিবার সকালে আয়োজিত এক সমাবেশে রিজভী এ কথা বলেন। সাবের হোসেন চৌধুরীর বিচারের দাবিতে এই সমাবেশ হয়।"
"1728738447-141","https://www.prothomalo.com/politics","সাবের হোসেন চৌধুরীর জামিনে মুক্তি নিয়ে প্রশ্ন রিজভীর","https://www.prothomalo.com/politics/yzq2j7pabh","","","ঢাকা-৯ আসনের সাবেক সংসদ সদস্য সাবের হোসেন চৌধুরীকে গত রোববার রাজধানীর গুলশানের বাসা থেকে আটকের পর গ্রেপ্তার দেখায় পুলিশ। সোমবার বিএনপি কর্মী মকবুল হোসেন হত্যা মামলায় সাবের হোসেন চৌধুরীর পাঁচ দিনের রিমান্ড মঞ্জুর করেন আদালত। দুই বছর আগে রাজধানীর নয়াপল্টনে সংঘর্ষে মকবুল নিহত হয়েছিলেন। গত মঙ্গলবার সন্ধ্যায় পৃথক ছয় মামলায় জামিনে মুক্তি পান সাবের হোসেন চৌধুরী।"
"1728738447-142","https://www.prothomalo.com/politics","সাবের হোসেন চৌধুরীর জামিনে মুক্তি নিয়ে প্রশ্ন রিজভীর","https://www.prothomalo.com/politics/yzq2j7pabh","","","২৪ ঘণ্টার মধ্যে কীভাবে সাবের হোসেন চৌধুরীর মতো ব্যক্তি জামিনে মুক্তি পান, সে প্রশ্ন তোলেন বিএনপির জ্যেষ্ঠ যুগ্ম মহাসচিব রিজভী। তিনি বলেন, ‘ড. মুহাম্মদ ইউনূস অন্তর্বর্তী সরকারের প্রধান। এই সরকারের উপদেষ্টা আসিফ নজরুল আমার অত্যন্ত ঘনিষ্ঠজন। তিনি আইন মন্ত্রণালয়ে থাকা অবস্থায় একজন হত্যা মামলার আসামি কীভাবে জামিন পান? তাহলে এই সরকার কাকে প্রোটেকশন দিচ্ছে?’"
"1728738447-143","https://www.prothomalo.com/politics","সাবের হোসেন চৌধুরীর জামিনে মুক্তি নিয়ে প্রশ্ন রিজভীর","https://www.prothomalo.com/politics/yzq2j7pabh","","","বিগত সরকারের সময় খিলগাঁও এলাকায় জুলুম-নিপীড়ন-নির্যাতনের ঘটনা তুলে ধরেন রিজভী। তিনি বলেন, ‘বিগত সরকারের সময় নির্যাতনে বিএনপি-ছাত্রদলের কতজন হাত-পা হারিয়েছেন। ছাত্রদল নেতা জনিকে বাড়ি থেকে তুলে নিয়ে গিয়ে ১৬টি গুলি করে হত্যা করা হয়েছে। সাবের হোসেন চৌধুরী এর জন্য দায়ী নন কি?’"
"1728738447-144","https://www.prothomalo.com/politics","সাবের হোসেন চৌধুরীর জামিনে মুক্তি নিয়ে প্রশ্ন রিজভীর","https://www.prothomalo.com/politics/yzq2j7pabh","","","বিএনপির জ্যেষ্ঠ যুগ্ম মহাসচিব বলেন, শেখ হাসিনা গণহত্যা চালিয়েছেন। তাঁর সহযোগী ছিলেন সাবের হোসেন চৌধুরী। তিনি শেখ হাসিনার চেতনায় লালিত-পালিত। তাঁদের আমলে কেউ গণতন্ত্রের পক্ষে টুঁ শব্দটি করতে পারেনি। সাবের চৌধুরী বিনা ভোটে বছরের পর বছর সংসদ সদস্য থেকেছেন। বিএনপির পক্ষে, খালেদা জিয়ার পক্ষে, তারেক রহমানের পক্ষে কথা বলা যায়নি।"
"1728738447-145","https://www.prothomalo.com/politics","সাবের হোসেন চৌধুরীর জামিনে মুক্তি নিয়ে প্রশ্ন রিজভীর","https://www.prothomalo.com/politics/yzq2j7pabh","","","সাবের হোসেন চৌধুরী শেখ হাসিনার পক্ষে গুম-খুনের কর্মসূচি সফল করেছেন। এখন তিনি যদি ২৪ ঘণ্টার মধ্যে জামিনে মুক্তি পান, তাহলে যেসব পুলিশ ক্রসফায়ার দিয়েছে, বাসা থেকে তুলে নিয়ে আঙুলের নখ তুলে ফেলেছে, মাথায় বন্দুক রেখে গুলি করে হত্যা করেছে, তারা তো কয়েক দিনের মধ্যে ছাড়া পেয়ে যাবে। এর উত্তর কী দেবে অন্তর্বর্তী সরকার?"
"1728738447-146","https://www.prothomalo.com/politics","সাবের হোসেন চৌধুরীর জামিনে মুক্তি নিয়ে প্রশ্ন রিজভীর","https://www.prothomalo.com/politics/yzq2j7pabh","","","পরে সাবের চৌধুরীর গ্রেপ্তারের দাবিতে রুহুল কবির রিজভীর নেতৃত্বে নেতা-কর্মীরা খিলগাঁও এলাকায় বিক্ষোভ করেন। এ সময় আরও উপস্থিত ছিলেন বিএনপির নির্বাহী কমিটির সদস্য হাবিবুর রশীদ, মহানগর বিএনপি নেতা ইউনূস মৃধা, সাবেক কাউন্সিলর লিটন, স্বেচ্ছাসেবক দলের সহসভাপতি জাহিদুল কবির, যুবদলের মেহেবুব মাসুম, আরিফুর রহমান, তৌহিদুর রহমান, মাসুদুর রহমান, রাজু আহমেদ প্রমুখ।"
"1728738449-147","https://www.prothomalo.com/politics","গুজব ছড়িয়ে পতিতদের দোসররা বিশৃঙ্খলা সৃষ্টির পাঁয়তারা করছে: নজরুল ইসলাম খান","https://www.prothomalo.com/politics/ekbm3e13pi","গুজব ছড়িয়ে পতিতদের দোসররা বিশৃঙ্খলা সৃষ্টির পাঁয়তারা করছে: নজরুল ইসলাম খান","",""
"1728738449-148","https://www.prothomalo.com/politics","গুজব ছড়িয়ে পতিতদের দোসররা বিশৃঙ্খলা সৃষ্টির পাঁয়তারা করছে: নজরুল ইসলাম খান","https://www.prothomalo.com/politics/ekbm3e13pi","","প্রকাশ: ১০ অক্টোবর ২০২৪, ২২: ২২",""
"1728738449-149","https://www.prothomalo.com/politics","গুজব ছড়িয়ে পতিতদের দোসররা বিশৃঙ্খলা সৃষ্টির পাঁয়তারা করছে: নজরুল ইসলাম খান","https://www.prothomalo.com/politics/ekbm3e13pi","","","দেশে গুজব ছড়িয়ে পতিত স্বৈরাচারের দোসররা বিশৃঙ্খলা সৃষ্টির পাঁয়তারা করছে বলে অভিযোগ করেছেন বিএনপির স্থায়ী কমিটির সদস্য নজরুল ইসলাম খান। তিনি বলেন, ‘ষড়যন্ত্রকারীরা থেমে নেই। শেখ হাসিনা পালিয়ে গেছে বলে মনে করবেন না যে সব স্বৈরাচার, ফ্যাসিবাদের দোসররা পালিয়ে গেছে। না, তারা আছে। নানা রকম গুজব ছড়ানোর চেষ্টা হচ্ছে, নানা রকম বিভ্রান্তি সৃষ্টির চেষ্টা হচ্ছে। আপনাদের হুঁশিয়ার থাকতে হবে, কোনো রকমের গুজব, কোনো রকমের বিভ্রান্তিতে যেন আমরা পা না দিই।’"
"1728738449-150","https://www.prothomalo.com/politics","গুজব ছড়িয়ে পতিতদের দোসররা বিশৃঙ্খলা সৃষ্টির পাঁয়তারা করছে: নজরুল ইসলাম খান","https://www.prothomalo.com/politics/ekbm3e13pi","","","আজ বৃহস্পতিবার দুপুরে ইঞ্জিনিয়ার্স ইনস্টিটিউশন মিলনায়তনে এক আলোচনা সভায় দেশের বর্তমান পরিস্থিতি তুলে ধরে নজরুল ইসলাম খান এসব কথা বলেন।"
"1728738449-151","https://www.prothomalo.com/politics","গুজব ছড়িয়ে পতিতদের দোসররা বিশৃঙ্খলা সৃষ্টির পাঁয়তারা করছে: নজরুল ইসলাম খান","https://www.prothomalo.com/politics/ekbm3e13pi","","","নজরুল ইসলাম খান বলেন, ‘আমাদের মনে রাখতে হবে, ওদের (পতিত আওয়ামী লীগ) পক্ষে দেশে-বিদেশে শক্তি আছে, ওদের অনেক টাকাপয়সা আছে, তারা নানাভাবে চেষ্টা করতে পারে আমাদের মধ্যে বিশৃঙ্খলা সৃষ্টির।’"
"1728738449-152","https://www.prothomalo.com/politics","গুজব ছড়িয়ে পতিতদের দোসররা বিশৃঙ্খলা সৃষ্টির পাঁয়তারা করছে: নজরুল ইসলাম খান","https://www.prothomalo.com/politics/ekbm3e13pi","","","বিএনপির এই নেতা বলেন, ‘এমনও আছে, যাদের আমরা হয়তো চিনতে ভুল করছি…মনে হচ্ছে আমাদের পক্ষে। ওই লোকগুলো আমাদের মধ্যে অনৈক্য সৃষ্টি করার মতো স্লোগান দেয়, কথা বলে—যাতে করে ফ্যাসিবাদের বিরুদ্ধে যারা লড়াই করেছে, সে শক্তির মধ্যে বিভক্তি সৃষ্টি হয়। আরেকটা উদ্দেশ্য আছে তাদের। তারা জানে যে এ দেশের জনগণের মন-মানসে বিএনপির অস্তিত্ব এতই গ্রথিত হয়ে আছে যে একটা সুষ্ঠু নির্বাচন হলে তাদের সম্ভাবনা খুব কম। অতএব বিএনপিকে কীভাবে হেয় করা যায়, এ রকম ষড়যন্ত্রে কেউ কেউ লিপ্ত হওয়ার চেষ্টা করছে।’"
"1728738449-153","https://www.prothomalo.com/politics","গুজব ছড়িয়ে পতিতদের দোসররা বিশৃঙ্খলা সৃষ্টির পাঁয়তারা করছে: নজরুল ইসলাম খান","https://www.prothomalo.com/politics/ekbm3e13pi","","","কোনো দল বা জোটের নাম উল্লেখ না করে নজরুল ইসলাম খান বলেন, ‘আমরা সবাইকে অনুরোধ করব, আমরা পরস্পর শত্রু নই। আসুন আমরা পরস্পর প্রতিদ্বন্দ্বী হই। আপনি আপনার কথা বলেন, আমি আমার কথা বলি। আপনার অতীতও জনগণ জানে, আমার অতীতও জনগণ জানে…আগামী দিনে যখন সুষ্ঠু নির্বাচন হবে জনগণ নির্ধারিত করবে কাকে তারা তাদের কল্যাণের জন্য দায়িত্ব দেবে আগামী দিনের সরকার পরিচালনার। কিন্তু সেটা না করে মিথ্যা কথা বলা, অন্যায়ভাবে সমালোচনা করা আল্লাহ পছন্দ করেন না।’"
"1728738449-154","https://www.prothomalo.com/politics","গুজব ছড়িয়ে পতিতদের দোসররা বিশৃঙ্খলা সৃষ্টির পাঁয়তারা করছে: নজরুল ইসলাম খান","https://www.prothomalo.com/politics/ekbm3e13pi","","","নজরুল ইসলাম খান বলেন, ‘দুর্গোৎসব চলছে। যাতে করে সেখানে কোনো বিশৃঙ্খলা না হয়, সেটা দেখার দায়িত্ব আমাদেরও আছে। কারণ, কিছু মানুষ আছে, যারা চক্রান্ত করে সেখানে বিশৃঙ্খলা সৃষ্টি করে আমাদের দেশের বদনাম করার চেষ্টা করবে।’ তিনি বলেন, আজকে আইনশৃঙ্খলা সমস্যা হচ্ছে। বহু পুলিশ এখনো যোগ দেয়নি। অনেক জায়গা কাজকর্ম ঠিকমতো শুরু হয়নি। সেই সব জায়গায় শান্তি-শৃঙ্খলা রক্ষায় ভূমিকা রাখতে হবে।"
"1728738449-155","https://www.prothomalo.com/politics","গুজব ছড়িয়ে পতিতদের দোসররা বিশৃঙ্খলা সৃষ্টির পাঁয়তারা করছে: নজরুল ইসলাম খান","https://www.prothomalo.com/politics/ekbm3e13pi","","","শহীদ নাজির উদ্দিন জেহাদের ৩৫তম মৃত্যুবার্ষিকী উপলক্ষে ’৯০–এর জেহাদ স্মৃতি পরিষদের উদ্যোগে এ আলোচনা সভা হয়। বিএনপি চেয়ারপারসনের উপদেষ্টা পরিষদের সদস্য আমান উল্লাহ আমানের সভাপতিত্বে ও নির্বাহী কমিটির সদস্য নাজিম উদ্দিন আলমের সঞ্চালনায় আলোচনা সভায় আরও বক্তব্য দেন নব্বইয়ের সাবেক ছাত্রনেতা আসাদুজ্জামান রিপন, সালাহউদ্দিন আহমেদ, হাবিবুর রহমান হাবিব, ফজলুল হক মিলন, খায়রুল কবির খোকন, কামরুজ্জামান রতন, খন্দকার লুৎফর রহমান, আসাদুর রহমান খান প্রমুখ।"
"1728738449-156","https://www.prothomalo.com/politics","গুজব ছড়িয়ে পতিতদের দোসররা বিশৃঙ্খলা সৃষ্টির পাঁয়তারা করছে: নজরুল ইসলাম খান","https://www.prothomalo.com/politics/ekbm3e13pi","","","এর আগে সকালে রাজধানীর রাজউক অ্যাভিনিউর জেহাদ স্কয়ারে স্মৃতিস্তম্ভে বিএনপির পক্ষ থেকে আমান উল্লাহ আমান, হাবিবুর রহমান হাবিব, খায়রুল কবির খোকন, নাজিম উদ্দিন আলমসহ নেতা-কর্মীরা পুষ্পস্তবক অর্পণ করে শ্রদ্ধা জানান।"
"1728738451-157","https://www.prothomalo.com/politics","সুইডেনে উচ্চপর্যায়ের বৈঠকে বিএনপির প্রতিনিধিদল","https://www.prothomalo.com/politics/iiioj1fpc4","সুইডেনে উচ্চপর্যায়ের বৈঠকে বিএনপির প্রতিনিধিদল","",""
"1728738451-158","https://www.prothomalo.com/politics","সুইডেনে উচ্চপর্যায়ের বৈঠকে বিএনপির প্রতিনিধিদল","https://www.prothomalo.com/politics/iiioj1fpc4","","প্রকাশ: ১১ অক্টোবর ২০২৪, ০১: ২২",""
"1728738451-159","https://www.prothomalo.com/politics","সুইডেনে উচ্চপর্যায়ের বৈঠকে বিএনপির প্রতিনিধিদল","https://www.prothomalo.com/politics/iiioj1fpc4","","","সুইডিশ পার্লামেন্টারি ফরেন অ্যাফেয়ার্স কমিটির ডেপুটি লটা জনসন ফরনার্ভ এবং মানবাধিকার, গণতন্ত্র ও আইনের শাসনবিষয়ক বিশেষ দূত ইরিনা শুলগিন-নিওনির সঙ্গে বৈঠক করেছে বিএনপির একটি প্রতিনিধিদল। স্থানীয় সময় বৃহস্পতিবার স্টকহোমে সুইডিশ পার্লামেন্ট ও পররাষ্ট্র দপ্তরে বৈঠক দুটি অনুষ্ঠিত হয়।"
"1728738451-160","https://www.prothomalo.com/politics","সুইডেনে উচ্চপর্যায়ের বৈঠকে বিএনপির প্রতিনিধিদল","https://www.prothomalo.com/politics/iiioj1fpc4","","","বিএনপির প্রতিনিধিদলের নেতৃত্ব দেন ভারপ্রাপ্ত চেয়ারম্যান তারেক রহমানের উপদেষ্টা ও বিএনপির মিডিয়া সেলের সদস্য ব্যারিস্টার আবু সায়েম। সঙ্গে ছিলেন বিএনপির সহ-আন্তর্জাতিক বিষয়ক সম্পাদক নাজমুল আবেদীন মোহন, কার্যনির্বাহী কমিটির সদস্য মহিউদ্দিন আহমেদ জিন্টু এবং কেন্দ্রীয় যুবদলের সাবেক আন্তর্জাতিক বিষয়ক সম্পাদক (যুগ্ম সাধারণ সম্পাদক পদমর্যাদায়) মোহাম্মদ খায়রুজ্জামান লিংকন। সুইডিশ পক্ষে আরও ছিলেন পররাষ্ট্র মন্ত্রণালয়ের এশিয়া বিভাগের কর্মকর্তা এলিন এমেরিকস, বৃন্দা গঙ্গোপাধ্যায় লুন্ডমার্ক প্রমুখ।"
"1728738451-161","https://www.prothomalo.com/politics","সুইডেনে উচ্চপর্যায়ের বৈঠকে বিএনপির প্রতিনিধিদল","https://www.prothomalo.com/politics/iiioj1fpc4","","","বৈঠকে বিএনপি নেতারা ৫ আগস্ট–পরবর্তী পরিস্থিতি তুলে ধরে সুইডিশ প্রতিনিধিদলকে বাংলাদেশ সফরের আমন্ত্রণ জানান। অন্যদিকে সুইডিশ প্রতিনিধিদলের সদস্যরা বাংলাদেশ দ্রুত গণতান্ত্রিক ব্যবস্থায় ফিরে যাবে বলে আশাবাদ ব্যক্ত করেন।"
"1728738453-162","https://www.prothomalo.com/politics","পূজার অনুষ্ঠানে ইসলামি গা‌নের সঙ্গে কোনো সম্পৃক্ততা নেই, দাবি ছাত্রশি‌বি‌রের","https://www.prothomalo.com/politics/pu3n388ae0","পূজার অনুষ্ঠানে ইসলামি গা‌নের সঙ্গে কোনো সম্পৃক্ততা নেই, দাবি ছাত্রশি‌বি‌রের","",""
"1728738453-163","https://www.prothomalo.com/politics","পূজার অনুষ্ঠানে ইসলামি গা‌নের সঙ্গে কোনো সম্পৃক্ততা নেই, দাবি ছাত্রশি‌বি‌রের","https://www.prothomalo.com/politics/pu3n388ae0","","প্রকাশ: ১১ অক্টোবর ২০২৪, ২০: ৫৯",""
"1728738453-164","https://www.prothomalo.com/politics","পূজার অনুষ্ঠানে ইসলামি গা‌নের সঙ্গে কোনো সম্পৃক্ততা নেই, দাবি ছাত্রশি‌বি‌রের","https://www.prothomalo.com/politics/pu3n388ae0","","","ইসলামী ছাত্রশিবিরের সেক্রেটারি জেনারেল জাহিদুল ইসলাম দাবি করেছেন, চট্টগ্রামে জে এম সেন হলে দুর্গাপূজার মহাসপ্তমীর অনুষ্ঠানে ইসলামি গান পরিবেশনকারী দলটির সঙ্গে তাদের কোনো সম্পর্ক নেই। জাহিদুল ইসলাম এ বিষয়ে গতকাল বৃহস্পতিবার মধ‌্যরা‌তে সামাজিক যোগাযোগের মাধ্যম ফেসবু‌কে নিজের আইডিতে পোস্ট দিয়ে এ দাবি করেন।"
"1728738453-165","https://www.prothomalo.com/politics","পূজার অনুষ্ঠানে ইসলামি গা‌নের সঙ্গে কোনো সম্পৃক্ততা নেই, দাবি ছাত্রশি‌বি‌রের","https://www.prothomalo.com/politics/pu3n388ae0","","","ফেসবুকে জাহিদুল ইসলাম লেখেন, ‘দা‌য়িত্ব নিয়ে বলছি, এর সঙ্গে ছাত্রশিবিরের কোনো সম্পৃক্ততা নেই। শিবির কারও ধর্মীয় অনুভূতিতে আঘাত করে, এমন কাজকে কখনোই সমর্থন করে না। তাই এ ঘটনার তীব্র নিন্দা জানাচ্ছি।’"
"1728738453-166","https://www.prothomalo.com/politics","পূজার অনুষ্ঠানে ইসলামি গা‌নের সঙ্গে কোনো সম্পৃক্ততা নেই, দাবি ছাত্রশি‌বি‌রের","https://www.prothomalo.com/politics/pu3n388ae0","","","ঘটনা‌র তদন্ত দা‌বি ক‌রে জাহিদ আরও লিখেছেন, ‘নিরপেক্ষ তদন্ত কমিটির মাধ্যমে প্রকৃত সত্য সবার সামনে উঠে আসুক। কেউ দোষী হলে তাকে অবশ্যই আইনের আওতায় নিয়ে এসে শাস্তি দেওয়া হোক। সত্যতা যাচাই না করেই যারা বিভিন্ন সময়ে শিবিরকে জড়িয়ে মিথ্যা প্রচারণা চালায়, তারা একটা সময় গিয়ে নিজেদের বিবেকের কাছেই প্রশ্নবিদ্ধ হবেন।’"
